country,vp,vr,v
Latin America & the Caribbean (IDA & IBRD countries),,,
Latvia,0.3,0.15953124118078685,0.16950452305695096
Least developed countries: UN classification,,,
Lebanon,0.3,0.6,0.5763
Lesotho,0.46640341595744467,0.6999999999999998,0.6934592956468082
Liberia,0.5937396016581677,0.6999999999999998,0.6918179493276788
Libya,0.3,0.6999999999999998,
Liechtenstein,0.10500000000000004,0.09999999999999998,
Lithuania,0.2999999999999999,0.3058952,0.3055355928
Low & middle income,,,
Low income,,,
Lower middle income,,,
Luxembourg,0.3000000000000001,0.25977239999999996,0.26295038039999996
"Macao SAR, China",0.3000000000000001,0.25749999999999995,
"Macedonia, FYR",0.3,0.20459699999999997,0.20993956799999997
Madagascar,0.3,0.5424472127146907,0.5286277215899533
Malawi,0.3,0.5424472127146907,0.5291126160153826
Malaysia,0.3,0.24669204688134078,0.24914421272479909
Maldives,0.3,0.5444999999999998,0.5288519999999998
Mali,0.6468485499999999,0.10000000000000002,0.14374788400000002
Malta,0.3,0.30699999999999994,0.30639799999999995
Marshall Islands,0.2999999999999999,0.26392675,0.264312733775
Mauritania,0.5845950999999999,0.10000000000000002,0.1363446325
Mauritius,0.2999999999999999,0.3,0.3
Mexico,0.3,0.42153844999999995,0.41461075834999994
"Micronesia, Fed. Sts.",0.3,0.5444999999999998,0.5310524999999997
Middle East & North Africa,,,
Middle East & North Africa (IDA & IBRD countries),,,
Middle East & North Africa (excluding high income),,,
Middle income,,,
Moldova,0.6483467509808406,0.42822162839114897,0.45023414065011813
Monaco,0.3,0.30699999999999994,
Mongolia,0.3,0.1595312411807868,0.17076874188632385
Montenegro,0.3,0.5409739608249999,0.520491174154875
Morocco,0.3,0.3091521875,0.30855729531250004
Mozambique,0.2999999999999999,0.34500000000000003,0.34311
Myanmar,0.2999999999999999,0.31599999999999995,0.31483199999999995
Namibia,0.46640341595744467,0.6999999999999998,0.6922913127265955
Nauru,0.3000000000000001,0.285,
Nepal,0.3,0.49828137499999986,0.48182402087499987
Netherlands,0.2999999999999999,0.25962989999999997,0.2631420987
New Caledonia,0.3000000000000001,0.285,
New Zealand,0.2999999999999999,0.24470214250000002,
Nicaragua,0.2999999999999999,0.42104216733095073,0.4148690167970722
Niger,0.6999999999999998,0.103779625,0.15028481424999998
Nigeria,0.593739601658167,0.7000000000000002,0.6942619384895411
North America,,,
Northern Mariana Islands,0.3,0.5444999999999998,
Norway,0.3,0.1595312411807868,0.17217342947451597
OECD members,,,
Oman,0.2999999999999999,0.3,
Other small states,,,
Pacific island small states,,,
Pakistan,0.3,0.6201833999999998,0.5907265271999999
Palau,0.3,0.5444999999999998,
Panama,0.6056850967092442,0.7000000000000239,0.6968876081914283
Papua New Guinea,0.3,0.6385999999999998,0.6213313999999998
Paraguay,0.6999999999999998,0.37219014999999994,0.3869415932499999
Peru,0.3,0.21322799999999997,0.21721951199999998
Philippines,0.3,0.22297463449207036,0.22805830861559373
Poland,0.3,0.1595312411807868,0.17090921064514306
Portugal,0.10500000000000004,0.09999999999999998,0.10033499999999998
Post-demographic dividend,,,
Pre-demographic dividend,,,
Puerto Rico,0.3000000000000001,0.3122493423042615,
Qatar,0.2999999999999999,0.3,
Romania,0.3,0.425110175,0.414475810125
Russian Federation,0.3,0.21922034502737484,0.22479414122048597
Rwanda,0.6300000000000001,0.6999999999999998,0.6963599999999999
Samoa,0.3,0.5444999999999998,0.5288519999999998
San Marino,0.3,0.30699999999999994,
Sao Tome and Principe,0.3000000000000001,0.44899999999999995,0.436484
Saudi Arabia,0.2999999999999999,0.3,
Senegal,0.6999999999999997,0.6849999999999998,0.6859149999999998
Serbia,0.3,0.5413437507,0.519622813137
Seychelles,0.2999999999999999,0.3,0.3
Sierra Leone,0.5937396016581677,0.6999999999999998,0.6916054285309952
Singapore,0.3,0.1525,
Sint Maarten (Dutch part),0.3,0.5554999999999999,
Slovak Republic,0.3,0.5414388456999999,0.5209165438154999
Slovenia,0.6935558778528622,0.3446467745123039,0.37814204843299754
Small states,,,
Solomon Islands,0.3,0.474081625,0.46189591125
Somalia,0.2999999999999999,0.3725600342325805,
South Africa,0.46640341595744467,0.6999999999999998,0.6943936819829785
South Asia,,,
South Asia (IDA & IBRD),,,
South Sudan,0.3,0.6999999999999998,0.6843999999999999
Spain,0.10499999999999998,0.10000000000000002,0.10029000000000002
Sri Lanka,0.6743312322855101,0.6803077685724286,0.6798894110323443
St. Kitts and Nevis,0.3000000000000001,0.2505,
St. Lucia,0.2999999999999999,0.27099999999999996,0.27251669999999995
St. Martin (French part),,,
St. Vincent and the Grenadines,0.3,0.2895,0.29163149999999993
Sub-Saharan Africa,,,
Sub-Saharan Africa (IDA & IBRD countries),,,
Sub-Saharan Africa (excluding high income),,,
Sudan,0.3,0.6999999999999998,0.6727999999999997
Suriname,0.502651539985098,0.6999999999999998,
Swaziland,0.3000000000000001,0.35949999999999993,0.35711999999999994
Sweden,0.2999999999999999,0.26083354999999997,0.2640451989
Switzerland,0.3,0.30699999999999994,0.30645399999999995
Syrian Arab Republic,0.3,0.6,0.5769
Tajikistan,0.3,0.1595312411807868,0.16992592933340855
Tanzania,0.3,0.5424472127146907,0.5245061189738035
Thailand,0.4674824000000001,0.16621884999999995,0.18700603494999998
Timor-Leste,0.3,0.217434025,0.22519522665000002
Togo,0.6895954398094909,0.6999999999999997,0.6994797719904743
Tonga,0.2999999999999999,0.2999999999999999,0.29999999999999993
Trinidad and Tobago,0.2999999999999999,0.30549999999999994,0.3052304999999999
Tunisia,0.56380195,0.10000000000000002,0.13107473065000003
Turkey,0.3269435,0.3133165375,0.3140932743625
Turkmenistan,0.3,0.5670699471145441,
Turks and Caicos Islands,0.3,0.2895,
Tuvalu,0.3,0.2919999999999999,0.2925279999999999
Uganda,0.3,0.48202059698359445,0.47037127877664436
Ukraine,0.6483467509808406,0.42822162839114897,0.45045426577270786
United Arab Emirates,0.2999999999999999,0.3,
United Kingdom,0.3000000000000001,0.2615766874999999,0.2644584359374999
United States,0.2999999999999999,0.3016691140294646,0.3015856583279914
Upper middle income,,,
Uruguay,0.6999999999999998,0.40017474999999997,0.41756461449999993
Uzbekistan,0.3,0.1595312411807868,
Vanuatu,0.2999999999999999,0.26599999999999996,0.26827799999999996
"Venezuela, RB",0.6056850967092442,0.7000000000000239,0.696981923094719
Vietnam,0.3,0.2166199,0.2225398871
Virgin Islands (U.S.),0.3000000000000001,0.3122493423042615,
West Bank and Gaza,0.3,0.6499999999999998,0.6230499999999999
World,,,
"Yemen, Rep.",0.2999999999999999,0.3,0.3
Zambia,0.3,0.5424472127146907,0.5354162435459646
Zimbabwe,0.46640341595744467,0.6999999999999998,0.6864513981255316
